Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 907, 0, 14.99, 14.99, 15, 0.01, 1, 15, 15.016, 0.016, 215196, -1, 15.016, 15.345, 0.329, 501,     0.355,
 914, 0, 15.099, 15.099, 15.099, 0, 1, 15.099, 15.192, 0.093, 661300, -1, 15.192, 15.365, 0.173, 820,     0.266,
 897, 0, 14.807, 14.807, 14.807, 0, 1, 14.807, 14.855, 0.048, 235804, -1, 14.855, 15.385, 0.53, 690,     0.578,
 922, 0, 15.266, 15.266, 15.266, 0, 1, 15.266, 15.297, 0.031, 612537, -1, 15.297, 15.392, 0.095, 957,     0.126,
 908, 0, 15.01, 15.01, 15.01, 0, 1, 15.01, 15.042, 0.032, 370267, -1, 15.042, 15.419, 0.377, 739,     0.409,
 919, 0, 15.175, 15.175, 15.175, 0, 1, 15.175, 15.21, 0.035, 226866, -1, 15.21, 15.434, 0.224, 461,     0.259,
 926, 0, 15.335, 15.335, 15.345, 0.01, 1, 15.345, 15.383, 0.037, 559292, -1, 15.383, 15.444, 0.062, 618,     0.109,
 921, 0, 15.248, 15.248, 15.258, 0.01, 1, 15.258, 15.28, 0.022, 443887, -1, 15.28, 15.464, 0.184, 816,     0.217,
 910, 0, 15.03, 15.03, 15.03, 0, 1, 15.03, 15.052, 0.023, 202665, -1, 15.052, 15.481, 0.429, 485,     0.451,
 927, 0, 15.335, 15.335, 15.335, 0, 1, 15.335, 15.392, 0.057, 730372, -1, 15.392, 15.481, 0.089, 887,     0.146,
 932, 0, 15.428, 15.428, 15.428, 0, 1, 15.428, 15.444, 0.016, 107685, -1, 15.444, 15.52, 0.076, 757,     0.092,
 925, 0, 15.303, 15.303, 15.303, 0, 1, 15.303, 15.317, 0.013, 130796, -1, 15.317, 15.524, 0.208, 900,     0.221,
 924, 0, 15.291, 15.291, 15.291, 0, 1, 15.291, 15.336, 0.045, 438967, -1, 15.336, 15.533, 0.197, 611,     0.242,
 928, 0, 15.36, 15.36, 15.36, 0, 1, 15.36, 15.411, 0.051, 500502, -1, 15.411, 15.533, 0.121, 486,     0.172,
 933, 0, 15.449, 15.449, 15.449, 0, 1, 15.449, 15.488, 0.039, 764096, -1, 15.488, 15.543, 0.054, 589,     0.093,
 916, 0, 15.141, 15.141, 15.141, 0, 1, 15.141, 15.227, 0.086, 683575, -1, 15.227, 15.563, 0.336, 776,     0.421,
 931, 0, 15.399, 15.399, 15.399, 0, 1, 15.399, 15.464, 0.065, 779365, -1, 15.464, 15.608, 0.144, 753,     0.209,
 923, 0, 15.27, 15.27, 15.28, 0.01, 1, 15.28, 15.329, 0.049, 593222, -1, 15.329, 15.628, 0.299, 988,     0.358,
 934, 0, 15.465, 15.465, 15.465, 0, 1, 15.465, 15.505, 0.04, 344481, -1, 15.505, 15.648, 0.143, 963,     0.183,
 937, 0, 15.533, 15.533, 15.543, 0.01, 1, 15.543, 15.566, 0.024, 183938, -1, 15.566, 15.658, 0.092, 860,     0.126,
 918, 0, 15.169, 15.169, 15.169, 0, 1, 15.169, 15.237, 0.068, 510752, -1, 15.237, 15.658, 0.421, 946,     0.489,
 929, 0, 15.37, 15.37, 15.37, 0, 1, 15.37, 15.434, 0.064, 639372, -1, 15.434, 15.691, 0.257, 583,     0.321,
 942, 0, 15.618, 15.618, 15.618, 0, 1, 15.618, 15.627, 0.009, 100293, -1, 15.627, 15.691, 0.064, 650,     0.073,
 938, 0, 15.54, 15.54, 15.54, 0, 1, 15.54, 15.576, 0.035, 303132, -1, 15.576, 15.711, 0.135, 478,     0.171,
 939, 0, 15.588, 15.588, 15.598, 0.01, 1, 15.598, 15.628, 0.029, 349100, -1, 15.628, 15.721, 0.093, 946,     0.133,
 935, 0, 15.506, 15.506, 15.506, 0, 1, 15.506, 15.536, 0.03, 581156, -1, 15.536, 15.741, 0.205, 739,     0.235,
 945, 0, 15.643, 15.643, 15.643, 0, 1, 15.643, 15.729, 0.087, 748463, -1, 15.729, 15.764, 0.034, 425,     0.121,
 930, 0, 15.383, 15.383, 15.383, 0, 1, 15.383, 15.45, 0.067, 749994, -1, 15.45, 15.779, 0.329, 801,     0.396,
 943, 0, 15.631, 15.631, 15.631, 0, 1, 15.631, 15.656, 0.025, 293471, -1, 15.656, 15.779, 0.124, 798,     0.149,
 941, 0, 15.605, 15.605, 15.605, 0, 1, 15.605, 15.656, 0.051, 491155, -1, 15.656, 15.815, 0.159, 833,     0.211,
 948, 0, 15.747, 15.747, 15.747, 0, 1, 15.747, 15.758, 0.011, 132007, -1, 15.758, 15.815, 0.057, 503,     0.068,
 936, 0, 15.508, 15.508, 15.508, 0, 1, 15.508, 15.524, 0.017, 334851, -1, 15.524, 15.834, 0.309, 512,     0.326,
 944, 0, 15.636, 15.636, 15.636, 0, 1, 15.636, 15.744, 0.108, 798259, -1, 15.744, 15.857, 0.113, 713,     0.221,
 940, 0, 15.604, 15.604, 15.604, 0, 1, 15.604, 15.677, 0.072, 610874, -1, 15.677, 15.896, 0.219, 804,     0.291,
 946, 0, 15.666, 15.666, 15.666, 0, 1, 15.666, 15.692, 0.026, 172184, -1, 15.692, 15.896, 0.203, 549,     0.230,
 952, 0, 15.797, 15.797, 15.797, 0, 1, 15.797, 15.834, 0.036, 284734, -1, 15.834, 15.896, 0.062, 540,     0.098,
 953, 0, 15.799, 15.799, 15.799, 0, 1, 15.799, 15.847, 0.048, 414873, -1, 15.847, 15.906, 0.058, 564,     0.106,
 951, 0, 15.783, 15.783, 15.783, 0, 1, 15.783, 15.795, 0.012, 114353, -1, 15.795, 15.916, 0.121, 563,     0.133,
 949, 0, 15.766, 15.766, 15.766, 0, 1, 15.766, 15.818, 0.051, 600391, -1, 15.818, 15.972, 0.154, 540,     0.205,
 947, 0, 15.681, 15.681, 15.691, 0.01, 1, 15.691, 15.729, 0.038, 757948, -1, 15.729, 15.982, 0.252, 812,     0.301,
 955, 0, 15.849, 15.849, 15.849, 0, 1, 15.849, 15.889, 0.04, 272036, -1, 15.889, 15.982, 0.093, 885,     0.133,
 959, 0, 15.898, 15.898, 15.898, 0, 1, 15.898, 15.941, 0.043, 190192, -1, 15.941, 15.992, 0.051, 510,     0.094,
 954, 0, 15.823, 15.823, 15.823, 0, 1, 15.823, 15.857, 0.034, 301616, -1, 15.857, 15.992, 0.134, 900,     0.169,
 961, 0, 15.9, 15.9, 15.9, 0, 1, 15.9, 15.921, 0.022, 243532, -1, 15.921, 15.992, 0.071, 696,     0.092,
 958, 0, 15.888, 15.888, 15.888, 0, 1, 15.888, 15.972, 0.084, 547953, -1, 15.972, 16.04, 0.068, 417,     0.152,
 963, 0, 15.902, 15.902, 15.902, 0, 1, 15.902, 15.991, 0.089, 420000, -1, 15.991, 16.04, 0.049, 525,     0.139,
 962, 0, 15.901, 15.901, 15.901, 0, 1, 15.901, 15.91, 0.009, 103926, -1, 15.91, 16.05, 0.141, 522,     0.149,
 950, 0, 15.769, 15.769, 15.769, 0, 1, 15.769, 15.779, 0.01, 141354, -1, 15.779, 16.06, 0.281, 762,     0.291,
 956, 0, 15.851, 15.851, 15.851, 0, 1, 15.851, 15.896, 0.045, 385270, -1, 15.896, 16.07, 0.174, 926,     0.219,
 965, 0, 15.909, 15.909, 15.909, 0, 1, 15.909, 16.041, 0.131, 506267, -1, 16.041, 16.116, 0.075, 756,     0.206,
 964, 0, 15.905, 15.905, 15.905, 0, 1, 15.905, 16.014, 0.109, 607035, -1, 16.014, 16.133, 0.119, 922,     0.228,
 973, 0, 16.043, 16.043, 16.043, 0, 1, 16.043, 16.079, 0.037, 610261, -1, 16.079, 16.133, 0.054, 633,     0.091,
 968, 0, 15.926, 15.926, 15.926, 0, 1, 15.926, 15.962, 0.036, 117883, -1, 15.962, 16.153, 0.191, 784,     0.227,
 972, 0, 16.032, 16.032, 16.04, 0.008, 1, 16.04, 16.079, 0.039, 278910, -1, 16.079, 16.164, 0.084, 936,     0.131,
 967, 0, 15.915, 15.915, 15.915, 0, 1, 15.915, 16.055, 0.14, 655678, -1, 16.055, 16.184, 0.129, 555,     0.269,
 971, 0, 16.03, 16.03, 16.032, 0.002, 1, 16.032, 16.089, 0.057, 481849, -1, 16.089, 16.184, 0.095, 889,     0.154,
 974, 0, 16.061, 16.061, 16.061, 0, 1, 16.061, 16.099, 0.038, 651716, -1, 16.099, 16.198, 0.099, 917,     0.136,
 975, 0, 16.102, 16.102, 16.102, 0, 1, 16.102, 16.116, 0.013, 257152, -1, 16.116, 16.209, 0.093, 929,     0.106,
 976, 0, 16.118, 16.118, 16.118, 0, 1, 16.118, 16.134, 0.016, 314984, -1, 16.134, 16.225, 0.091, 912,     0.107,
 957, 0, 15.886, 15.886, 15.896, 0.01, 1, 15.896, 15.972, 0.076, 316661, -1, 15.972, 16.256, 0.284, 932,     0.370,
 977, 0, 16.164, 16.164, 16.164, 0, 1, 16.164, 16.188, 0.024, 264133, -1, 16.188, 16.266, 0.078, 751,     0.102,
 966, 0, 15.909, 15.909, 15.909, 0, 1, 15.909, 16.065, 0.156, 707437, -1, 16.065, 16.286, 0.22, 932,     0.376,
 970, 0, 15.981, 15.981, 15.981, 0, 1, 15.981, 16.024, 0.043, 159538, -1, 16.024, 16.329, 0.305, 734,     0.348,
 979, 0, 16.227, 16.227, 16.227, 0, 1, 16.227, 16.237, 0.011, 159027, -1, 16.237, 16.359, 0.122, 902,     0.133,
 980, 0, 16.256, 16.256, 16.266, 0.01, 1, 16.266, 16.286, 0.02, 199031, -1, 16.286, 16.379, 0.093, 921,     0.124,
 960, 0, 15.898, 15.898, 15.898, 0, 1, 15.898, 16.033, 0.134, 507854, -1, 16.033, 16.399, 0.366, 664,     0.501,
 983, 0, 16.322, 16.322, 16.322, 0, 1, 16.322, 16.335, 0.013, 250558, -1, 16.335, 16.426, 0.091, 966,     0.104,
 984, 0, 16.326, 16.326, 16.326, 0, 1, 16.326, 16.363, 0.037, 406629, -1, 16.363, 16.447, 0.084, 782,     0.121,
 988, 0, 16.354, 16.354, 16.354, 0, 1, 16.354, 16.377, 0.023, 131268, -1, 16.377, 16.467, 0.09, 962,     0.113,
 981, 0, 16.27, 16.27, 16.27, 0, 1, 16.27, 16.305, 0.035, 378130, -1, 16.305, 16.467, 0.162, 786,     0.197,
 987, 0, 16.348, 16.348, 16.348, 0, 1, 16.348, 16.418, 0.07, 674791, -1, 16.418, 16.467, 0.05, 541,     0.119,
 969, 0, 15.952, 15.952, 15.962, 0.01, 1, 15.962, 16.04, 0.079, 645328, -1, 16.04, 16.487, 0.447, 807,     0.535,
 993, 0, 16.404, 16.404, 16.404, 0, 1, 16.404, 16.437, 0.033, 657856, -1, 16.437, 16.487, 0.05, 428,     0.083,
 990, 0, 16.364, 16.364, 16.364, 0, 1, 16.364, 16.398, 0.033, 210741, -1, 16.398, 16.507, 0.11, 805,     0.143,
 985, 0, 16.336, 16.336, 16.336, 0, 1, 16.336, 16.398, 0.062, 511729, -1, 16.398, 16.517, 0.119, 418,     0.181,
 978, 0, 16.167, 16.167, 16.167, 0, 1, 16.167, 16.198, 0.031, 281168, -1, 16.198, 16.537, 0.339, 482,     0.370,
 991, 0, 16.376, 16.376, 16.376, 0, 1, 16.376, 16.447, 0.071, 582186, -1, 16.447, 16.537, 0.09, 641,     0.161,
 995, 0, 16.454, 16.454, 16.454, 0, 1, 16.454, 16.488, 0.033, 650114, -1, 16.488, 16.547, 0.06, 543,     0.093,
 989, 0, 16.363, 16.363, 16.363, 0, 1, 16.363, 16.447, 0.084, 766320, -1, 16.447, 16.568, 0.121, 606,     0.205,
 992, 0, 16.383, 16.383, 16.383, 0, 1, 16.383, 16.404, 0.021, 174080, -1, 16.404, 16.582, 0.178, 612,     0.199,
 982, 0, 16.305, 16.305, 16.305, 0, 1, 16.305, 16.318, 0.014, 172743, -1, 16.318, 16.582, 0.264, 439,     0.277,
 996, 0, 16.482, 16.482, 16.482, 0, 1, 16.482, 16.515, 0.033, 649455, -1, 16.515, 16.602, 0.087, 597,     0.120,
 1000, 0, 16.533, 16.533, 16.533, 0, 1, 16.533, 16.547, 0.014, 264138, -1, 16.547, 16.612, 0.065, 749,     0.079,
 986, 0, 16.339, 16.339, 16.349, 0.01, 1, 16.349, 16.383, 0.034, 250845, -1, 16.383, 16.632, 0.249, 431,     0.293,
 998, 0, 16.507, 16.507, 16.507, 0, 1, 16.507, 16.537, 0.03, 589824, -1, 16.537, 16.652, 0.115, 795,     0.145,
 997, 0, 16.483, 16.483, 16.483, 0, 1, 16.483, 16.587, 0.104, 671228, -1, 16.587, 16.685, 0.097, 828,     0.202,
 1002, 0, 16.544, 16.544, 16.544, 0, 1, 16.544, 16.608, 0.064, 519652, -1, 16.608, 16.697, 0.09, 954,     0.153,
 994, 0, 16.406, 16.406, 16.406, 0, 1, 16.406, 16.447, 0.041, 759155, -1, 16.447, 16.697, 0.25, 572,     0.292,
 1005, 0, 16.591, 16.591, 16.591, 0, 1, 16.591, 16.618, 0.027, 138152, -1, 16.618, 16.708, 0.09, 899,     0.117,
 1003, 0, 16.551, 16.551, 16.551, 0, 1, 16.551, 16.617, 0.066, 543608, -1, 16.617, 16.708, 0.091, 867,     0.157,
 1001, 0, 16.543, 16.543, 16.543, 0, 1, 16.543, 16.627, 0.084, 603567, -1, 16.627, 16.718, 0.091, 576,     0.175,
 1006, 0, 16.626, 16.626, 16.626, 0, 1, 16.626, 16.667, 0.04, 370528, -1, 16.667, 16.748, 0.081, 498,     0.121,
 1004, 0, 16.582, 16.582, 16.592, 0.01, 1, 16.592, 16.627, 0.035, 389666, -1, 16.627, 16.789, 0.162, 788,     0.207,
 999, 0, 16.525, 16.525, 16.525, 0, 1, 16.525, 16.627, 0.103, 784554, -1, 16.627, 16.799, 0.172, 942,     0.274,
 1009, 0, 16.649, 16.649, 16.649, 0, 1, 16.649, 16.747, 0.099, 642839, -1, 16.747, 16.832, 0.084, 843,     0.183,
 1011, 0, 16.658, 16.658, 16.658, 0, 1, 16.658, 16.748, 0.089, 687176, -1, 16.748, 16.842, 0.094, 911,     0.183,
 1013, 0, 16.713, 16.713, 16.713, 0, 1, 16.713, 16.78, 0.066, 407267, -1, 16.78, 16.842, 0.062, 604,     0.128,
 1007, 0, 16.63, 16.63, 16.63, 0, 1, 16.63, 16.64, 0.01, 121503, -1, 16.64, 16.842, 0.202, 504,     0.212,
 1016, 0, 16.758, 16.758, 16.758, 0, 1, 16.758, 16.804, 0.046, 309164, -1, 16.804, 16.878, 0.074, 735,     0.120,
 1008, 0, 16.634, 16.634, 16.634, 0, 1, 16.634, 16.738, 0.104, 671213, -1, 16.738, 16.898, 0.16, 900,     0.264,
 1012, 0, 16.708, 16.708, 16.713, 0.005, 1, 16.713, 16.794, 0.081, 556978, -1, 16.794, 16.918, 0.123, 698,     0.210,
 1017, 0, 16.779, 16.779, 16.789, 0.01, 1, 16.789, 16.844, 0.055, 382247, -1, 16.844, 16.918, 0.073, 694,     0.138,
 1018, 0, 16.809, 16.809, 16.809, 0, 1, 16.809, 16.868, 0.059, 467637, -1, 16.868, 16.918, 0.05, 426,     0.109,
 1015, 0, 16.752, 16.752, 16.752, 0, 1, 16.752, 16.804, 0.052, 416618, -1, 16.804, 16.938, 0.134, 602,     0.186,
 1010, 0, 16.65, 16.65, 16.65, 0, 1, 16.65, 16.714, 0.064, 342383, -1, 16.714, 16.958, 0.244, 961,     0.308,
 1014, 0, 16.741, 16.741, 16.751, 0.01, 1, 16.751, 16.854, 0.103, 766233, -1, 16.854, 16.978, 0.124, 627,     0.236,
 1020, 0, 16.898, 16.898, 16.898, 0, 1, 16.898, 16.933, 0.035, 698635, -1, 16.933, 17.006, 0.073, 788,     0.108,
 1019, 0, 16.822, 16.822, 16.832, 0.01, 1, 16.832, 16.878, 0.046, 650878, -1, 16.878, 17.029, 0.151, 478,     0.207,
 1021, 0, 16.942, 16.942, 16.942, 0, 1, 16.942, 16.98, 0.038, 747986, -1, 16.98, 17.049, 0.069, 715,     0.107,
 1022, 0, 17.015, 17.015, 17.015, 0, 1, 17.015, 17.028, 0.013, 154589, -1, 17.028, 17.082, 0.054, 596,     0.067,
 1024, 0, 17.021, 17.021, 17.021, 0, 1, 17.021, 17.047, 0.027, 219489, -1, 17.047, 17.122, 0.075, 810,     0.102,
 1026, 0, 17.028, 17.028, 17.028, 0, 1, 17.028, 17.057, 0.029, 161904, -1, 17.057, 17.148, 0.091, 992,     0.120,
 1025, 0, 17.023, 17.023, 17.023, 0, 1, 17.023, 17.102, 0.079, 787513, -1, 17.102, 17.148, 0.046, 521,     0.126,
 1028, 0, 17.038, 17.038, 17.038, 0, 1, 17.038, 17.112, 0.074, 708039, -1, 17.112, 17.207, 0.096, 894,     0.169,
 1031, 0, 17.102, 17.102, 17.102, 0, 1, 17.102, 17.142, 0.04, 355968, -1, 17.142, 17.217, 0.075, 712,     0.116,
 1029, 0, 17.072, 17.072, 17.082, 0.01, 1, 17.082, 17.122, 0.04, 254351, -1, 17.122, 17.217, 0.095, 945,     0.145,
 1023, 0, 17.019, 17.019, 17.029, 0.01, 1, 17.029, 17.083, 0.054, 434414, -1, 17.083, 17.227, 0.144, 769,     0.208,
 1032, 0, 17.142, 17.142, 17.142, 0, 1, 17.142, 17.157, 0.015, 227246, -1, 17.157, 17.267, 0.11, 462,     0.126,
 1027, 0, 17.034, 17.034, 17.034, 0, 1, 17.034, 17.137, 0.102, 774641, -1, 17.137, 17.268, 0.132, 508,     0.234,
 1039, 0, 17.267, 17.267, 17.267, 0, 1, 17.267, 17.287, 0.02, 196929, -1, 17.287, 17.318, 0.031, 401,     0.052,
 1034, 0, 17.209, 17.209, 17.209, 0, 1, 17.209, 17.251, 0.041, 621967, -1, 17.251, 17.34, 0.09, 918,     0.131,
 1033, 0, 17.197, 17.197, 17.207, 0.01, 1, 17.207, 17.267, 0.06, 689458, -1, 17.267, 17.34, 0.073, 719,     0.143,
 1036, 0, 17.226, 17.226, 17.226, 0, 1, 17.226, 17.267, 0.042, 727163, -1, 17.267, 17.351, 0.084, 755,     0.126,
 1030, 0, 17.085, 17.085, 17.085, 0, 1, 17.085, 17.157, 0.072, 605324, -1, 17.157, 17.351, 0.195, 743,     0.266,
 1040, 0, 17.305, 17.305, 17.305, 0, 1, 17.305, 17.362, 0.057, 656031, -1, 17.362, 17.406, 0.044, 450,     0.102,
 1041, 0, 17.305, 17.305, 17.305, 0, 1, 17.305, 17.33, 0.025, 242788, -1, 17.33, 17.426, 0.096, 828,     0.121,
 1037, 0, 17.24, 17.24, 17.24, 0, 1, 17.24, 17.272, 0.032, 496396, -1, 17.272, 17.446, 0.174, 904,     0.206,
 1035, 0, 17.22, 17.22, 17.22, 0, 1, 17.22, 17.3, 0.08, 796665, -1, 17.3, 17.446, 0.146, 869,     0.226,
 1042, 0, 17.351, 17.351, 17.361, 0.01, 1, 17.361, 17.386, 0.024, 484137, -1, 17.386, 17.477, 0.091, 840,     0.125,
 1043, 0, 17.365, 17.365, 17.365, 0, 1, 17.365, 17.396, 0.031, 562588, -1, 17.396, 17.487, 0.091, 752,     0.122,
 1038, 0, 17.248, 17.248, 17.258, 0.01, 1, 17.258, 17.272, 0.014, 131012, -1, 17.272, 17.497, 0.224, 428,     0.248,
 1044, 0, 17.467, 17.467, 17.477, 0.01, 1, 17.477, 17.486, 0.01, 160375, -1, 17.486, 17.538, 0.052, 541,     0.071,
 1045, 0, 17.483, 17.483, 17.483, 0, 1, 17.483, 17.522, 0.039, 717439, -1, 17.522, 17.559, 0.038, 413,     0.077,
 1046, 0, 17.486, 17.486, 17.486, 0, 1, 17.486, 17.512, 0.026, 507576, -1, 17.512, 17.581, 0.069, 700,     0.095,
 1047, 0, 17.518, 17.518, 17.528, 0.01, 1, 17.528, 17.539, 0.011, 204604, -1, 17.539, 17.613, 0.074, 535,     0.095,
 1056, 0, 17.594, 17.594, 17.594, 0, 1, 17.594, 17.613, 0.019, 122015, -1, 17.613, 17.663, 0.05, 423,     0.069,
 1052, 0, 17.55, 17.55, 17.55, 0, 1, 17.55, 17.571, 0.021, 138706, -1, 17.571, 17.663, 0.092, 834,     0.113,
 1053, 0, 17.569, 17.569, 17.569, 0, 1, 17.569, 17.623, 0.054, 597251, -1, 17.623, 17.713, 0.091, 504,     0.145,
 1058, 0, 17.618, 17.618, 17.618, 0, 1, 17.618, 17.663, 0.044, 317209, -1, 17.663, 17.713, 0.051, 499,     0.095,
 1051, 0, 17.538, 17.538, 17.538, 0, 1, 17.538, 17.633, 0.095, 456508, -1, 17.633, 17.728, 0.095, 953,     0.190,
 1057, 0, 17.6, 17.6, 17.6, 0, 1, 17.6, 17.643, 0.042, 309839, -1, 17.643, 17.746, 0.103, 831,     0.145,
 1054, 0, 17.571, 17.571, 17.581, 0.01, 1, 17.581, 17.663, 0.081, 485745, -1, 17.663, 17.766, 0.103, 983,     0.195,
 1048, 0, 17.533, 17.533, 17.533, 0, 1, 17.533, 17.653, 0.12, 636158, -1, 17.653, 17.766, 0.113, 952,     0.233,
 1059, 0, 17.623, 17.623, 17.623, 0, 1, 17.623, 17.673, 0.05, 292261, -1, 17.673, 17.766, 0.093, 764,     0.143,
 1063, 0, 17.733, 17.733, 17.733, 0, 1, 17.733, 17.77, 0.037, 734405, -1, 17.77, 17.809, 0.039, 402,     0.076,
 1050, 0, 17.535, 17.535, 17.535, 0, 1, 17.535, 17.633, 0.098, 485756, -1, 17.633, 17.809, 0.176, 728,     0.274,
 1061, 0, 17.674, 17.674, 17.674, 0, 1, 17.674, 17.713, 0.04, 784813, -1, 17.713, 17.819, 0.106, 636,     0.146,
 1055, 0, 17.585, 17.585, 17.585, 0, 1, 17.585, 17.663, 0.078, 590417, -1, 17.663, 17.829, 0.166, 596,     0.244,
 1062, 0, 17.679, 17.679, 17.679, 0, 1, 17.679, 17.702, 0.023, 451659, -1, 17.702, 17.829, 0.127, 608,     0.150,
 1049, 0, 17.534, 17.534, 17.534, 0, 1, 17.534, 17.653, 0.119, 637043, -1, 17.653, 17.871, 0.218, 578,     0.337,
 1060, 0, 17.663, 17.663, 17.663, 0, 1, 17.663, 17.674, 0.011, 115402, -1, 17.674, 17.881, 0.207, 458,     0.218,
 1067, 0, 17.806, 17.806, 17.806, 0, 1, 17.806, 17.844, 0.038, 381613, -1, 17.844, 17.906, 0.062, 669,     0.100,
 1065, 0, 17.8, 17.8, 17.8, 0, 1, 17.8, 17.878, 0.079, 784158, -1, 17.878, 17.919, 0.04, 475,     0.119,
 1064, 0, 17.789, 17.789, 17.799, 0.01, 1, 17.799, 17.81, 0.011, 108808, -1, 17.81, 17.944, 0.134, 668,     0.155,
 1066, 0, 17.8, 17.8, 17.8, 0, 1, 17.8, 17.865, 0.065, 646453, -1, 17.865, 17.964, 0.099, 537,     0.164,
 1068, 0, 17.861, 17.861, 17.871, 0.01, 1, 17.871, 17.92, 0.049, 523464, -1, 17.92, 17.994, 0.074, 760,     0.133,
 1069, 0, 17.881, 17.881, 17.881, 0, 1, 17.881, 17.934, 0.053, 446016, -1, 17.934, 18.014, 0.081, 685,     0.133,
 1072, 0, 17.92, 17.92, 17.92, 0, 1, 17.92, 17.934, 0.014, 153935, -1, 17.934, 18.026, 0.092, 904,     0.106,
 1070, 0, 17.912, 17.912, 17.912, 0, 1, 17.912, 17.954, 0.042, 476842, -1, 17.954, 18.026, 0.072, 719,     0.114,
 1073, 0, 17.944, 17.944, 17.954, 0.01, 1, 17.954, 17.977, 0.023, 185409, -1, 17.977, 18.026, 0.049, 482,     0.082,
 1074, 0, 17.946, 17.946, 17.946, 0, 1, 17.946, 17.956, 0.01, 178116, -1, 17.956, 18.043, 0.087, 775,     0.097,
 1071, 0, 17.914, 17.914, 17.914, 0, 1, 17.914, 17.934, 0.02, 128192, -1, 17.934, 18.087, 0.153, 673,     0.173,
 1078, 0, 18.003, 18.003, 18.003, 0, 1, 18.003, 18.035, 0.032, 628192, -1, 18.035, 18.097, 0.062, 683,     0.094,
 1076, 0, 17.979, 17.979, 17.979, 0, 1, 17.979, 18.002, 0.023, 438367, -1, 18.002, 18.097, 0.095, 987,     0.118,
 1077, 0, 17.982, 17.982, 17.982, 0, 1, 17.982, 18.045, 0.063, 712579, -1, 18.045, 18.107, 0.062, 615,     0.125,
 1084, 0, 18.097, 18.097, 18.097, 0, 1, 18.097, 18.111, 0.014, 273076, -1, 18.111, 18.162, 0.051, 484,     0.065,
 1075, 0, 17.961, 17.961, 17.961, 0, 1, 17.961, 18.022, 0.061, 663773, -1, 18.022, 18.168, 0.146, 795,     0.207,
 1079, 0, 18.043, 18.043, 18.053, 0.01, 1, 18.053, 18.061, 0.008, 104842, -1, 18.061, 18.182, 0.121, 851,     0.139,
 1085, 0, 18.115, 18.115, 18.115, 0, 1, 18.115, 18.141, 0.026, 299945, -1, 18.141, 18.202, 0.061, 540,     0.087,
 1083, 0, 18.078, 18.078, 18.078, 0, 1, 18.078, 18.131, 0.053, 461011, -1, 18.131, 18.202, 0.071, 699,     0.124,
 1082, 0, 18.077, 18.077, 18.087, 0.01, 1, 18.087, 18.121, 0.034, 192561, -1, 18.121, 18.24, 0.119, 578,     0.163,
 1087, 0, 18.157, 18.157, 18.157, 0, 1, 18.157, 18.168, 0.011, 168491, -1, 18.168, 18.261, 0.094, 936,     0.104,
 1081, 0, 18.061, 18.061, 18.061, 0, 1, 18.061, 18.131, 0.07, 580209, -1, 18.131, 18.291, 0.16, 509,     0.230,
 1080, 0, 18.057, 18.057, 18.057, 0, 1, 18.057, 18.141, 0.084, 629729, -1, 18.141, 18.336, 0.195, 446,     0.279,
 1090, 0, 18.211, 18.211, 18.211, 0, 1, 18.211, 18.276, 0.064, 506044, -1, 18.276, 18.336, 0.06, 508,     0.124,
 1088, 0, 18.171, 18.171, 18.171, 0, 1, 18.171, 18.228, 0.057, 591908, -1, 18.228, 18.356, 0.127, 945,     0.184,
 1092, 0, 18.299, 18.299, 18.299, 0, 1, 18.299, 18.313, 0.014, 120848, -1, 18.313, 18.378, 0.064, 739,     0.078,
 1086, 0, 18.152, 18.152, 18.162, 0.01, 1, 18.162, 18.196, 0.034, 674936, -1, 18.196, 18.398, 0.201, 611,     0.245,
 1091, 0, 18.279, 18.279, 18.279, 0, 1, 18.279, 18.304, 0.025, 491370, -1, 18.304, 18.398, 0.094, 798,     0.119,
 1089, 0, 18.184, 18.184, 18.184, 0, 1, 18.184, 18.275, 0.092, 700164, -1, 18.275, 18.444, 0.169, 888,     0.261,
 1094, 0, 18.411, 18.411, 18.421, 0.01, 1, 18.421, 18.432, 0.011, 122513, -1, 18.432, 18.511, 0.079, 783,     0.100,
 1093, 0, 18.316, 18.316, 18.326, 0.01, 1, 18.326, 18.343, 0.017, 329776, -1, 18.343, 18.511, 0.168, 631,     0.195,
 1096, 0, 18.468, 18.468, 18.468, 0, 1, 18.468, 18.498, 0.03, 589721, -1, 18.498, 18.559, 0.061, 682,     0.091,
 1098, 0, 18.491, 18.491, 18.491, 0, 1, 18.491, 18.532, 0.041, 308404, -1, 18.532, 18.598, 0.066, 658,     0.107,
 1101, 0, 18.522, 18.522, 18.522, 0, 1, 18.522, 18.542, 0.02, 117057, -1, 18.542, 18.623, 0.081, 809,     0.101,
 1097, 0, 18.491, 18.491, 18.491, 0, 1, 18.491, 18.572, 0.081, 579845, -1, 18.572, 18.623, 0.051, 483,     0.132,
 1100, 0, 18.504, 18.504, 18.504, 0, 1, 18.504, 18.586, 0.083, 693524, -1, 18.586, 18.635, 0.048, 484,     0.131,
